                  沪深300 (000300)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 ZQER.ER1   	 ZQER.ER2   	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2005/08/03	  905.18	  919.28	  903.76	  909.57	       25786298	     896.77	     881.49	     860.65	     869.63	25786298.00	17181414.00	16995660.00	       0.39	       0.01	       8.78	       1.18	      15.19	
 2005/08/04	  907.42	  909.83	  901.63	  904.15	       14519255	     899.42	     887.50	     863.62	     869.94	14519255.00	15960781.00	17610982.00	       0.34	       0.03	       9.92	       2.93	      13.98	
 2005/08/05	  904.04	  923.81	  903.94	  923.80	       19123764	     906.55	     893.91	     868.34	     870.54	19123764.00	17106022.00	17360256.00	       0.53	       0.06	      12.26	       4.80	      14.94	
 2005/08/08	  926.57	  933.15	  923.57	  927.47	       21608944	     913.72	     900.97	     873.51	     871.41	21608944.00	19066164.00	18339532.00	       0.59	       0.09	      14.26	       6.69	      15.14	
 2005/08/09	  926.97	  933.39	  919.11	  933.09	       19532908	     919.62	     906.63	     877.57	     872.27	19532908.00	20114252.00	18110156.00	       0.53	       0.09	      16.10	       8.57	      15.07	
 2005/08/10	  933.26	  940.37	  926.28	  940.37	       21515762	     925.78	     911.27	     882.28	     873.23	21515762.00	19260134.00	18220774.00	       0.61	       0.09	      17.95	      10.45	      15.00	
 2005/08/11	  940.78	  953.99	  939.39	  953.99	       27073666	     935.74	     917.58	     887.50	     874.39	27073666.00	21771008.00	18865894.00	       0.63	       0.11	      20.28	      12.41	      15.73	
 2005/08/12	  954.72	  959.27	  933.98	  938.32	       29168144	     938.65	     922.60	     892.36	     875.32	29168144.00	23779892.00	20442956.00	       0.56	       0.09	      20.62	      14.05	      13.13	
 2005/08/15	  937.71	  954.50	  936.11	  954.50	       20430812	     944.06	     928.89	     898.44	     876.83	20430812.00	23544244.00	21305204.00	       0.67	       0.15	      21.94	      15.63	      12.62	
 2005/08/16	  955.27	  959.34	  939.92	  945.06	       23861816	     946.45	     933.03	     903.91	     878.11	23861816.00	24410036.00	22262144.00	       0.58	       0.12	      21.97	      16.90	      10.15	
 2005/08/17	  943.41	  953.34	  930.33	  953.01	       21457768	     948.97	     937.38	     909.43	     879.52	21457768.00	24398438.00	21829286.00	       0.58	       0.13	      22.39	      18.00	       8.78	
 2005/08/18	  954.16	  956.84	  919.12	  920.67	       31855326	     942.31	     939.03	     913.26	     880.58	31855326.00	25354752.00	23562880.00	       0.35	       0.10	      19.87	      18.37	       3.00	
 2005/08/19	  918.09	  927.32	  910.08	  923.04	       22242680	     939.26	     938.95	     916.43	     881.80	22242680.00	23969664.00	23874778.00	       0.31	       0.11	      17.87	      18.27	      -0.81	
 2005/08/22	  923.11	  933.35	  919.22	  931.67	       16031009	     934.69	     939.37	     920.17	     883.07	16031009.00	23089740.00	23316992.00	       0.35	       0.12	      16.78	      17.97	      -2.39	
 2005/08/23	  931.81	  931.81	  915.03	  923.41	       15406488	     930.36	     938.40	     922.52	     884.19	15406488.00	21398656.00	22904346.00	       0.23	       0.10	      15.08	      17.39	      -4.63	
 2005/08/24	  923.56	  935.23	  923.56	  930.65	       15959747	     925.89	     937.43	     924.35	     885.75	15959747.00	20299034.00	22348736.00	       0.19	       0.14	      14.15	      16.74	      -5.19	
 2005/08/25	  930.97	  933.20	  920.61	  930.12	       16292057	     927.78	     935.05	     926.31	     887.61	16292057.00	17186406.00	21270580.00	       0.21	       0.18	      13.22	      16.04	      -5.64	
 2005/08/26	  930.25	  930.33	  921.84	  928.26	       15429803	     928.82	     934.04	     928.32	     889.45	15429803.00	15823821.00	19896742.00	       0.21	       0.17	      12.19	      15.27	      -6.16	
 2005/08/29	  928.34	  928.34	  913.77	  917.37	       15462260	     925.96	     930.33	     929.61	     890.75	15462260.00	15710054.00	19399898.00	       0.13	       0.13	      10.38	      14.29	      -7.83	
 2005/08/30	  916.09	  920.21	  912.84	  914.88	       12438170	     924.26	     927.31	     930.17	     892.04	12438170.00	15116390.00	18257524.00	       0.06	       0.12	       8.64	      13.16	      -9.04	
 2005/08/31	  915.12	  928.21	  911.51	  927.92	       14623629	     923.71	     924.80	     931.09	     892.41	14623629.00	14849203.00	17574118.00	       0.10	       0.04	       8.22	      12.17	      -7.90	
 2005/09/01	  928.52	  944.95	  926.06	  944.56	       22306384	     926.60	     927.19	     933.11	     892.95	22306384.00	16052045.00	16619226.00	       0.20	       0.05	       9.13	      11.56	      -4.88	
 2005/09/02	  945.98	  947.92	  941.31	  947.87	       18614436	     930.52	     929.67	     934.31	     893.84	18614436.00	16688973.00	16256397.00	       0.13	       0.09	       9.99	      11.25	      -2.51	
 2005/09/05	  949.08	  952.98	  944.63	  952.72	       17843318	     937.59	     931.78	     935.57	     894.83	17843318.00	17165184.00	16437619.00	       0.13	       0.10	      10.95	      11.19	      -0.48	
 2005/09/06	  953.41	  956.30	  934.97	  936.61	       21222256	     941.93	     933.10	     935.75	     895.72	21222256.00	18922010.00	17019200.00	       0.02	       0.09	      10.29	      11.01	      -1.44	
 2005/09/07	  934.99	  952.90	  932.65	  952.76	       19608464	     946.90	     935.31	     936.37	     897.15	19608464.00	19918950.00	17384076.00	       0.06	       0.15	      10.94	      10.99	      -0.11	
 2005/09/08	  954.27	  958.87	  947.71	  955.28	       22424392	     949.05	     937.82	     936.43	     898.42	22424392.00	19942580.00	17997312.00	       0.01	       0.13	      11.53	      11.10	       0.85	
 2005/09/09	  955.11	  959.90	  946.02	  949.07	       16219310	     949.29	     939.90	     936.97	     899.56	16219310.00	19463552.00	18076262.00	       0.06	       0.12	      11.36	      11.15	       0.41	
 2005/09/12	  949.78	  952.55	  945.40	  949.51	       11672613	     948.65	     943.12	     936.72	     900.28	11672613.00	18229428.00	17697306.00	       0.03	       0.08	      11.13	      11.15	      -0.03	
 2005/09/13	  949.58	  963.92	  948.13	  963.77	       16579430	     954.08	     948.01	     937.66	     901.41	16579430.00	17300838.00	18111424.00	       0.11	       0.12	      11.97	      11.31	       1.31	
 2005/09/14	  964.97	  970.26	  961.64	  970.19	       19958290	     957.56	     952.23	     938.52	     902.57	19958290.00	17370804.00	18644876.00	       0.10	       0.13	      13.00	      11.65	       2.70	
 2005/09/15	  970.58	  970.96	  965.66	  969.60	       16377679	     960.43	     954.74	     940.96	     903.83	16377679.00	16161485.00	18052032.00	       0.34	       0.14	      13.61	      12.04	       3.14	
 2005/09/16	  969.62	  970.37	  964.28	  967.49	       13978570	     964.11	     956.70	     943.19	     904.99	13978570.00	15713306.00	17588428.00	       0.31	       0.13	      13.77	      12.39	       2.76	
 2005/09/19	  967.44	  971.99	  964.26	  971.14	       14737421	     968.44	     958.54	     945.16	     905.91	14737421.00	16326246.00	17277836.00	       0.29	       0.10	      14.02	      12.71	       2.62	
 2005/09/20	  971.38	  971.65	  957.12	  961.92	       18636604	     968.07	     961.07	     947.08	     906.88	18636604.00	16737741.00	17019290.00	       0.28	       0.11	      13.33	      12.84	       0.98	
 2005/09/21	  961.37	  961.37	  943.82	  944.41	       18541896	     962.91	     960.24	     947.77	     907.63	18541896.00	16454451.00	16912628.00	       0.09	       0.08	      11.23	      12.52	      -2.56	
 2005/09/22	  942.73	  942.73	  914.23	  923.27	       18115524	     953.64	     957.04	     947.43	     908.38	18115524.00	16801996.00	16481741.00	       0.04	       0.08	       7.78	      11.57	      -7.58	
 2005/09/23	  921.51	  927.42	  914.81	  916.15	       11547643	     943.38	     953.75	     946.82	     909.32	11547643.00	16315853.00	16014579.00	       0.07	       0.11	       4.42	      10.14	     -11.44	
 2005/09/26	  915.84	  919.65	  913.61	  918.48	        8836240	     932.85	     950.64	     946.88	     910.36	 8836240.00	15135590.00	15730918.00	       0.01	       0.12	       1.92	       8.49	     -13.15	
 2005/09/27	  918.87	  921.13	  903.39	  904.21	       11086056	     921.30	     944.69	     946.35	     911.27	11086056.00	13625446.00	15181594.00	       0.06	       0.10	      -1.20	       6.56	     -15.51	
 2005/09/28	  903.33	  910.33	  901.38	  903.72	        8850309	     913.17	     938.04	     945.14	     912.29	 8850309.00	11687168.00	14070810.00	       0.15	       0.12	      -3.67	       4.51	     -16.36	
 2005/09/29	  904.28	  915.97	  904.28	  915.97	       11938977	     911.71	     932.67	     943.71	     913.48	11938977.00	10451814.00	13626906.00	       0.18	       0.13	      -4.58	       2.69	     -14.55	
 2005/09/30	  916.59	  918.66	  913.45	  917.39	        9001432	     911.95	     927.67	     942.18	     914.94	 9001432.00	 9942579.00	13129216.00	       0.19	       0.17	      -5.14	       1.13	     -12.52	
 2005/10/10	  917.21	  917.21	  906.88	  907.32	        7158450	     909.72	     921.28	     939.91	     916.33	 7158450.00	 9607066.00	12371328.00	       0.28	       0.16	      -6.31	      -0.36	     -11.90	
 2005/10/11	  906.63	  919.80	  904.04	  919.72	        7758294	     912.83	     917.06	     939.07	     917.46	 7758294.00	 8941517.00	11283482.00	       0.11	       0.13	      -6.17	      -1.52	      -9.30	
 2005/10/12	  920.45	  926.09	  917.38	  923.48	       12208851	     916.78	     914.97	     937.60	     918.75	12208851.00	 9613210.00	10650189.00	       0.20	       0.15	      -5.69	      -2.36	      -6.67	
 2005/10/13	  923.43	  926.01	  916.28	  916.50	       10828903	     916.88	     914.30	     935.67	     919.87	10828903.00	 9391206.00	 9921510.00	       0.25	       0.13	      -5.81	      -3.05	      -5.52	
 2005/10/14	  916.34	  917.89	  902.81	  904.83	       10123940	     914.37	     913.16	     933.45	     920.93	10123940.00	 9615718.00	 9779149.00	       0.28	       0.12	      -6.77	      -3.79	      -5.95	
 2005/10/17	  903.27	  903.27	  892.36	  897.62	       10552505	     912.43	     911.08	     930.86	     922.01	10552505.00	10294477.00	 9950771.00	       0.31	       0.12	      -8.01	      -4.64	      -6.75	
 2005/10/18	  897.37	  903.00	  895.62	  902.37	       11366316	     908.96	     910.89	     927.79	     923.12	11366316.00	11016090.00	 9978803.00	       0.40	       0.13	      -8.52	      -5.41	      -6.21	
 2005/10/19	  902.04	  907.88	  897.04	  898.74	       11033047	     904.01	     910.39	     924.22	     924.05	11033047.00	10780928.00	10197069.00	       0.47	       0.11	      -9.11	      -6.15	      -5.91	
 2005/10/20	  898.89	  900.13	  889.57	  899.91	       12608724	     900.69	     908.79	     920.73	     924.99	12608724.00	11136922.00	10264064.00	       0.46	       0.11	      -9.37	      -6.80	      -5.16	
 2005/10/21	  899.65	  907.79	  897.99	  904.41	       11364588	     900.61	     907.49	     917.58	     925.73	11364588.00	11385037.00	10500378.00	       0.41	       0.09	      -9.12	      -7.26	      -3.71	
 2005/10/24	  905.13	  908.45	  900.23	  906.65	        9218982	     902.42	     907.42	     914.35	     926.56	 9218982.00	11118336.00	10706406.00	       0.42	       0.10	      -8.63	      -7.53	      -2.19	
 2005/10/25	  905.97	  905.97	  893.61	  894.27	       11213401	     900.80	     904.88	     910.97	     926.86	11213401.00	11087770.00	11051930.00	       0.43	       0.04	      -9.14	      -7.86	      -2.57	
 2005/10/26	  892.62	  892.62	  873.90	  875.82	       12167122	     896.21	     900.11	     907.54	     926.56	12167122.00	11314534.00	11047731.00	       0.43	       0.04	     -10.91	      -8.47	      -4.88	
 2005/10/27	  873.47	  879.67	  869.72	  875.85	       11908588	     891.40	     896.05	     905.17	     926.30	11908588.00	11174502.00	11155712.00	       0.35	       0.03	     -12.16	      -9.21	      -5.92	
 2005/10/28	  875.86	  880.21	  859.69	  867.73	       11973375	     884.06	     892.34	     902.75	     925.96	11973375.00	11296256.00	11340646.00	       0.35	       0.04	     -13.66	     -10.10	      -7.12	
 2005/10/31	  866.62	  878.41	  866.15	  876.28	       10443651	     877.99	     890.20	     900.64	     925.71	10443651.00	11541248.00	11329792.00	       0.29	       0.03	     -13.99	     -10.87	      -6.23	
 2005/11/01	  875.96	  875.96	  862.69	  872.86	       10082745	     873.71	     887.25	     899.07	     925.20	10082745.00	11315098.00	11201434.00	       0.23	       0.06	     -14.37	     -11.57	      -5.58	
 2005/11/02	  873.39	  884.94	  873.39	  882.48	       13104972	     875.04	     885.63	     898.01	     924.74	13104972.00	11502694.00	11408614.00	       0.15	       0.05	     -13.73	     -12.00	      -3.45	
 2005/11/03	  882.19	  885.68	  872.11	  874.58	       12179182	     874.78	     883.09	     895.94	     924.25	12179182.00	11556813.00	11365658.00	       0.30	       0.06	     -13.70	     -12.34	      -2.72	
 2005/11/04	  873.35	  878.36	  869.68	  878.36	        9567310	     876.91	     880.49	     893.99	     923.49	 9567310.00	11075584.00	11185920.00	       0.28	       0.09	     -13.22	     -12.52	      -1.41	
 2005/11/07	  877.62	  877.62	  870.08	  877.28	        7713259	     877.11	     877.55	     892.49	     922.66	 7713259.00	10529485.00	11035366.00	       0.23	       0.10	     -12.78	     -12.57	      -0.42	
 2005/11/08	  876.43	  881.90	  870.96	  881.52	       10128761	     878.84	     876.28	     890.58	     921.80	10128761.00	10538650.00	10926874.00	       0.31	       0.11	     -11.96	     -12.45	       0.99	
 2005/11/09	  881.51	  884.94	  878.68	  879.25	       11774405	     878.20	     876.62	     888.36	     920.78	11774405.00	10272563.00	10887629.00	       0.36	       0.13	     -11.35	     -12.23	       1.75	
 2005/11/10	  878.63	  878.63	  862.09	  862.97	       10853770	     875.88	     875.33	     885.69	     919.26	10853770.00	10007501.00	10782157.00	       0.41	       0.19	     -12.05	     -12.19	       0.29	
 2005/11/11	  861.22	  867.33	  857.79	  864.79	        9219719	     873.16	     875.04	     883.69	     918.04	 9219719.00	 9937971.00	10506778.00	       0.33	       0.16	     -12.31	     -12.22	      -0.19	
 2005/11/14	  864.08	  864.25	  858.34	  862.15	        6271673	     870.14	     873.63	     881.91	     916.50	 6271673.00	 9649664.00	10089574.00	       0.30	       0.20	     -12.59	     -12.29	      -0.59	
 2005/11/15	  862.07	  867.46	  853.86	  856.64	        8252477	     865.16	     872.00	     879.63	     915.02	 8252477.00	 9274419.00	 9906534.00	       0.39	       0.20	     -13.10	     -12.45	      -1.29	
 2005/11/16	  855.45	  863.17	  847.49	  863.12	        9066137	     861.93	     870.07	     877.85	     913.53	 9066137.00	 8732774.00	 9502669.00	       0.30	       0.20	     -12.84	     -12.53	      -0.61	
 2005/11/17	  863.08	  865.79	  859.00	  862.66	        8811636	     861.87	     868.88	     875.98	     912.56	 8811636.00	 8324301.00	 9165901.00	       0.31	       0.14	     -12.52	     -12.53	       0.02	
 2005/11/18	  862.58	  886.58	  862.40	  882.24	       17597802	     865.36	     869.26	     874.88	     911.88	17597802.00	 9999974.00	 9968973.00	       0.16	       0.09	     -10.57	     -12.14	       3.14	
 2005/11/21	  882.79	  886.11	  880.30	  883.87	       10259963	     869.71	     869.92	     873.74	     911.08	10259963.00	10797619.00	10223642.00	       0.17	       0.11	      -8.79	     -11.47	       5.36	
 2005/11/22	  883.93	  883.93	  869.53	  869.62	       10597235	     872.30	     868.73	     872.50	     910.19	10597235.00	11266560.00	10270490.00	       0.18	       0.12	      -8.43	     -10.86	       4.86	
